dimension_1,dimension_2,class_index,class,snr_db
32.344482,0.7395323,7,QAM16,-6.0
-36.811436,-9.501654,4,CPFSK,10.0
-20.24281,-54.190205,6,PAM4,18.0
41.492107,0.1690113,0,8PSK,4.0
5.645386,54.700127,5,GFSK,8.0
-3.0781174,2.003408,3,BPSK,-4.0
21.200275,-49.274323,7,QAM16,0.0
-12.13906,-31.232824,6,PAM4,-6.0
-5.1837473,44.48809,5,GFSK,0.0
6.9549437,-13.890119,9,QPSK,16.0
-40.359188,18.622974,10,WBFM,4.0
51.162254,-23.238075,8,QAM64,10.0
-8.815182,-8.931276,3,BPSK,6.0
36.443203,5.1356606,0,8PSK,2.0
-39.772896,-20.51885,4,CPFSK,8.0
-10.243445,-41.50649,6,PAM4,-2.0
-32.280514,-5.5602245,4,CPFSK,0.0
20.62872,-44.711823,7,QAM16,12.0
22.782358,-44.449276,7,QAM16,4.0
51.548153,-26.672682,8,QAM64,10.0
-11.338142,-43.25456,6,PAM4,0.0
21.01965,-37.344486,8,QAM64,-6.0
-44.688965,-15.660762,4,CPFSK,14.0
0.06493565,59.85996,5,GFSK,18.0
-2.13093,56.77252,5,GFSK,14.0
43.188236,-23.292809,8,QAM64,18.0
-11.309126,-4.497538,3,BPSK,4.0
-4.5975127,41.968796,5,GFSK,-2.0
-40.11084,-7.6794987,4,CPFSK,8.0
38.188797,-33.87301,8,QAM64,2.0
-2.5749497,59.571598,5,GFSK,6.0
-42.87748,-15.346784,4,CPFSK,6.0
18.065207,23.564253,2,AM-SSB,-2.0
18.018496,5.9855127,0,8PSK,-2.0
36.401463,-39.536602,7,QAM16,10.0
16.065418,-55.57891,7,QAM16,12.0
-36.386536,-8.582275,4,CPFSK,16.0
-12.201904,-8.589089,3,BPSK,16.0
-12.033157,-31.992825,6,PAM4,-6.0
-61.349503,8.581606,10,WBFM,16.0
21.484613,35.27954,2,AM-SSB,-6.0
34.923084,33.91115,2,AM-SSB,12.0
25.215645,-53.133163,7,QAM16,0.0
-37.90397,24.136684,10,WBFM,0.0
-18.883799,-41.817593,6,PAM4,-2.0
-22.267893,22.058723,10,WBFM,-4.0
30.097755,32.176407,7,QAM16,6.0
5.952661,54.279892,5,GFSK,16.0
-38.110554,-18.302084,4,CPFSK,14.0
37.288033,-27.60396,8,QAM64,-4.0
-44.98823,-13.066886,4,CPFSK,10.0
-11.937944,-44.81028,6,PAM4,2.0
-12.205568,-34.288517,6,PAM4,-4.0
-31.562191,-7.0080595,4,CPFSK,-2.0
-30.062807,22.088358,1,AM-DSB,-2.0
-7.499222,53.812485,5,GFSK,8.0
-27.509876,42.85572,10,WBFM,8.0
-45.806217,-15.033234,4,CPFSK,6.0
-24.503885,16.968067,10,WBFM,-4.0
-7.482785,-8.873087,3,BPSK,16.0
-18.605059,-50.036293,6,PAM4,2.0
17.349934,-45.994396,7,QAM16,18.0
-17.727507,-49.76074,6,PAM4,16.0
-16.316496,-54.801414,6,PAM4,16.0
-26.322674,17.584082,10,WBFM,-6.0
-35.90007,-4.612358,4,CPFSK,0.0
50.79487,9.008344,0,8PSK,8.0
-14.376071,-35.374153,6,PAM4,-4.0
-39.837803,-6.046752,4,CPFSK,6.0
19.25699,-49.52966,7,QAM16,2.0
4.954146,55.291218,5,GFSK,6.0
37.154926,37.83288,2,AM-SSB,10.0
3.2464201,12.002443,3,BPSK,-6.0
-42.14177,25.24744,1,AM-DSB,4.0
51.287,5.882648,0,8PSK,10.0
-4.484264,44.38509,5,GFSK,-2.0
-5.7673664,45.096786,5,GFSK,0.0
20.358599,-58.383587,7,QAM16,2.0
18.63285,28.414536,2,AM-SSB,4.0
-7.8230205,-7.4487987,3,BPSK,10.0
-38.211067,-13.225188,4,CPFSK,18.0
35.721264,-28.2681,8,QAM64,-6.0
44.01154,-27.795208,8,QAM64,0.0
-13.648972,-43.8742,6,PAM4,12.0
-13.69002,-49.775776,6,PAM4,16.0
-12.974819,-48.153954,6,PAM4,4.0
27.381704,36.41021,2,AM-SSB,-2.0
-31.523106,24.896345,10,WBFM,-2.0
-32.260727,29.779503,1,AM-DSB,0.0
-8.250407,55.981632,5,GFSK,14.0
12.388074,-23.333057,9,QPSK,14.0
44.039703,-22.790247,8,QAM64,18.0
-40.39333,-19.603685,4,CPFSK,10.0
-30.372335,29.321424,1,AM-DSB,-2.0
46.152313,-29.18506,8,QAM64,12.0
-15.98608,-40.52682,6,PAM4,0.0
9.016788,-23.898743,9,QPSK,6.0
-30.09025,-7.069942,4,CPFSK,-2.0
-42.496964,-14.938257,4,CPFSK,4.0
18.424852,-49.30168,7,QAM16,16.0
-53.76641,22.868776,1,AM-DSB,14.0
-49.504246,21.769081,1,AM-DSB,10.0
-14.188452,-46.286602,6,PAM4,6.0
-1.5563403,45.67094,4,CPFSK,-4.0
-35.16988,22.58212,1,AM-DSB,0.0
-1.3835877,54.67526,5,GFSK,6.0
-32.720024,-14.676081,4,CPFSK,-4.0
-30.886963,28.213686,10,WBFM,-4.0
13.086689,-10.367488,9,QPSK,4.0
-39.597935,-11.087638,4,CPFSK,16.0
17.058878,-45.663715,7,QAM16,10.0
-1.652143,51.91753,5,GFSK,8.0
-11.285423,-8.947738,3,BPSK,16.0
16.553186,-54.888073,7,QAM16,10.0
50.929287,-27.624163,8,QAM64,18.0
21.588007,36.837845,2,AM-SSB,10.0
9.639307,-23.153717,9,QPSK,16.0
-42.478245,-14.946063,4,CPFSK,6.0
15.734685,-1.1058726,9,QPSK,-2.0
-41.511993,21.097008,10,WBFM,4.0
-2.8019555,56.395836,5,GFSK,6.0
5.9396205,50.909435,5,GFSK,16.0
-16.908058,-53.480164,6,PAM4,14.0
16.493698,36.68988,2,AM-SSB,6.0
3.7182057,50.807793,5,GFSK,8.0
17.946732,36.39637,2,AM-SSB,8.0
-42.74533,-6.4183,4,CPFSK,8.0
48.270298,9.930059,0,8PSK,16.0
41.653076,-31.900782,8,QAM64,0.0
-15.642581,-2.3292837,3,BPSK,4.0
50.10694,12.304485,0,8PSK,14.0
15.249194,3.8757274,0,8PSK,-2.0
21.351181,-50.995228,7,QAM16,4.0
28.643024,-40.13267,7,QAM16,0.0
-11.45938,-14.500845,3,BPSK,8.0
13.23966,21.623796,4,CPFSK,-6.0
-7.682207,-3.0785758,3,BPSK,0.0
11.468205,-18.073774,9,QPSK,16.0
-11.896195,-46.73628,6,PAM4,6.0
-39.97383,18.504126,10,WBFM,4.0
-36.80804,-3.0534136,4,CPFSK,2.0
36.862408,3.118933,0,8PSK,0.0
13.959037,31.437668,2,AM-SSB,0.0
0.064181276,53.17678,5,GFSK,18.0
49.26871,5.4912705,0,8PSK,12.0
9.119267,-9.057279,9,QPSK,4.0
-13.047275,-12.445869,3,BPSK,16.0
-46.931988,-18.02343,4,CPFSK,4.0
44.53086,-23.156666,8,QAM64,12.0
38.961445,-30.160433,8,QAM64,0.0
14.889531,-7.7199316,9,QPSK,2.0
-14.473507,-34.83615,6,PAM4,-2.0
-41.460487,19.700233,1,AM-DSB,4.0
30.966276,4.359991,9,QPSK,-4.0
-42.123417,-13.16849,4,CPFSK,4.0
-46.8816,27.647396,1,AM-DSB,8.0
34.90197,-28.425985,8,QAM64,-6.0
43.319065,3.285583,0,8PSK,6.0
27.117601,40.17452,2,AM-SSB,4.0
-50.485588,28.054737,1,AM-DSB,14.0
-12.771235,-34.036293,6,PAM4,-6.0
-7.3574176,-10.523113,3,BPSK,14.0
37.7306,-31.118574,8,QAM64,18.0
43.041004,-23.49369,8,QAM64,18.0
-7.563911,37.54821,10,WBFM,-6.0
8.665551,8.724929,0,8PSK,-4.0
-10.933251,-31.527094,6,PAM4,-6.0
-10.612546,44.76583,10,WBFM,0.0
49.971085,8.906446,0,8PSK,8.0
-26.72282,-46.411484,6,PAM4,8.0
42.042904,-30.575848,8,QAM64,12.0
47.80113,-22.333427,8,QAM64,4.0
27.425737,-39.349167,7,QAM16,10.0
42.601498,-28.98805,8,QAM64,16.0
13.716879,5.1351094,9,QPSK,-4.0
42.883327,-24.107468,8,QAM64,8.0
-14.824652,-8.65204,3,BPSK,10.0
23.480864,-52.077854,7,QAM16,14.0
51.857155,-24.595196,8,QAM64,4.0
-25.676596,29.637915,10,WBFM,-4.0
28.671282,-41.38294,7,QAM16,-4.0
2.9916582,61.945133,5,GFSK,0.0
-11.990749,-41.963146,6,PAM4,2.0
37.08925,-31.67141,8,QAM64,14.0
-41.5852,17.053225,1,AM-DSB,4.0
-0.169179,15.74393,4,CPFSK,-4.0
2.646541,14.010256,3,BPSK,-4.0
-8.3710785,44.27982,5,GFSK,0.0
-61.715164,9.871538,1,AM-DSB,16.0
20.8414,25.272491,2,AM-SSB,-6.0
52.41051,-20.368017,8,QAM64,16.0
8.871757,-18.626808,9,QPSK,18.0
23.085428,-40.290665,7,QAM16,16.0
44.268757,10.259015,0,8PSK,8.0
-3.9249775,37.635647,5,GFSK,-4.0
26.877026,-39.88099,7,QAM16,4.0
7.5500264,-17.324003,9,QPSK,18.0
-39.03614,21.719334,10,WBFM,2.0
23.5627,41.813408,2,AM-SSB,-6.0
-6.3205705,-7.541956,3,BPSK,16.0
37.876476,2.6081932,0,8PSK,2.0
-28.971075,29.91133,10,WBFM,-2.0
-38.548573,22.496992,10,WBFM,0.0
23.983274,35.27594,2,AM-SSB,2.0
-23.924973,20.352808,1,AM-DSB,-6.0
-0.60161215,16.728193,4,CPFSK,-4.0
13.625578,-17.086905,9,QPSK,8.0
27.059803,34.70239,2,AM-SSB,-2.0
-0.8276895,50.302216,5,GFSK,10.0
-17.620356,-48.86669,6,PAM4,12.0
-14.253208,-5.8830776,3,BPSK,18.0
47.639893,2.650997,0,8PSK,12.0
42.165077,-20.795076,8,QAM64,12.0
46.016006,-29.64617,8,QAM64,8.0
20.014523,-55.231544,7,QAM16,6.0
1.5688025,16.633152,4,CPFSK,-4.0
27.022617,-38.537758,7,QAM16,-2.0
27.341303,-41.227764,7,QAM16,2.0
-2.2115238,48.002205,5,GFSK,0.0
34.9592,-31.249315,8,QAM64,-4.0
-46.89033,19.617165,1,AM-DSB,6.0
-41.257877,27.221138,1,AM-DSB,4.0
24.146978,38.739452,2,AM-SSB,8.0
-49.61894,27.900084,1,AM-DSB,12.0
22.08169,26.95985,2,AM-SSB,6.0
-4.344374,56.81384,5,GFSK,4.0
12.011914,-21.145168,9,QPSK,18.0
12.2946005,-14.510355,9,QPSK,6.0
27.683067,28.940186,0,8PSK,-6.0
-14.49349,-4.143726,3,BPSK,6.0
-36.543686,22.85666,1,AM-DSB,0.0
-40.83336,-20.297934,4,CPFSK,8.0
-44.76824,-8.184332,4,CPFSK,2.0
19.093706,-54.501022,7,QAM16,4.0
-25.958553,20.103241,1,AM-DSB,-4.0
-2.7738318,2.3632846,3,BPSK,-2.0
-2.8327506,42.783726,5,GFSK,0.0
11.672549,-11.73567,9,QPSK,4.0
-28.845514,40.065952,10,WBFM,2.0
-32.78803,-2.4097543,4,CPFSK,-2.0
49.969524,9.513669,0,8PSK,8.0
-15.742677,-38.48444,6,PAM4,0.0
5.636914,49.29965,5,GFSK,6.0
-30.561611,27.30976,10,WBFM,-2.0
-57.942204,12.855963,10,WBFM,16.0
19.223537,-44.89717,7,QAM16,18.0
11.548115,-7.8751545,9,QPSK,4.0
-3.0158894,60.255363,5,GFSK,10.0
-43.156834,25.989576,1,AM-DSB,6.0
1.435131,59.38787,5,GFSK,6.0
-6.282846,-8.332231,3,BPSK,6.0
-68.01417,2.6502216,10,WBFM,18.0
43.45151,-29.318314,8,QAM64,18.0
49.208637,-22.902946,8,QAM64,16.0
21.046183,23.235142,2,AM-SSB,6.0
-2.935703,37.88213,5,GFSK,-6.0
-12.710326,-32.069782,6,PAM4,-6.0
-42.805523,18.943518,10,WBFM,6.0
-39.09042,-8.177363,4,CPFSK,18.0
0.9025814,46.828335,5,GFSK,2.0
52.542213,-23.079983,8,QAM64,6.0
0.7743505,60.770218,5,GFSK,6.0
-46.497555,14.08193,10,WBFM,8.0
-16.617893,-3.2198267,3,BPSK,8.0
-2.1167407,3.5076928,3,BPSK,-2.0
24.969883,33.88196,2,AM-SSB,-6.0
47.12995,1.5137234,0,8PSK,8.0
-1.9117581,55.432228,5,GFSK,6.0
26.36927,26.175905,2,AM-SSB,14.0
-12.459198,-48.075985,6,PAM4,14.0
-31.887194,39.84627,10,WBFM,10.0
27.541582,29.925629,2,AM-SSB,14.0
-41.990078,21.40918,1,AM-DSB,6.0
-26.099815,26.96172,1,AM-DSB,-4.0
-22.862528,-47.79897,6,PAM4,18.0
33.752266,-38.086025,7,QAM16,2.0
-45.8348,-19.19674,4,CPFSK,12.0
9.921658,-13.452026,9,QPSK,8.0
-49.606133,27.891329,1,AM-DSB,12.0
-19.788345,-46.27431,6,PAM4,10.0
-16.421143,-2.1328044,3,BPSK,2.0
-24.441113,-54.345676,6,PAM4,8.0
-18.872168,-56.099056,6,PAM4,6.0
18.61769,29.004942,2,AM-SSB,14.0
15.982465,21.850061,0,8PSK,-6.0
16.923212,-53.048134,7,QAM16,18.0
43.87832,5.2889495,0,8PSK,14.0
-51.19906,27.50835,1,AM-DSB,18.0
-13.707381,-0.7107726,3,BPSK,4.0
-53.866077,22.813091,1,AM-DSB,14.0
-46.99562,14.122006,1,AM-DSB,8.0
41.47053,-31.351982,8,QAM64,8.0
-8.542012,51.827976,5,GFSK,6.0
51.081318,9.41194,0,8PSK,14.0
15.5977955,-53.03679,7,QAM16,12.0
19.239437,24.205341,2,AM-SSB,-2.0
17.94204,-43.471386,7,QAM16,4.0
6.1996756,17.103357,3,BPSK,-6.0
-45.371845,-9.498297,4,CPFSK,2.0
-6.8874006,46.121227,5,GFSK,2.0
21.842506,-58.339382,7,QAM16,8.0
29.071157,32.7524,8,QAM64,10.0
51.65504,-27.696444,8,QAM64,4.0
-20.55317,-49.734802,6,PAM4,4.0
-29.076883,30.570055,1,AM-DSB,0.0
-45.17855,-11.214655,4,CPFSK,8.0
55.164337,-26.551716,8,QAM64,6.0
-38.54872,-4.897607,4,CPFSK,8.0
-0.5218646,57.518272,5,GFSK,8.0
14.58791,-19.4534,9,QPSK,6.0
52.97038,-22.66385,8,QAM64,14.0
19.867416,37.696865,4,CPFSK,-6.0
19.908007,29.289955,2,AM-SSB,-6.0
-13.025306,-14.793115,3,BPSK,4.0
3.4514356,13.2815275,9,QPSK,-6.0
10.512369,-17.68513,9,QPSK,16.0
30.237734,43.54578,2,AM-SSB,-6.0
-30.205957,20.299719,10,WBFM,-2.0
49.548866,-24.117706,8,QAM64,18.0
-24.619139,-54.239204,6,PAM4,2.0
28.626749,39.278126,2,AM-SSB,-2.0
2.7895794,62.20965,5,GFSK,2.0
-40.26284,-10.842742,4,CPFSK,14.0
10.653568,-19.593037,9,QPSK,10.0
25.63981,-53.944557,7,QAM16,-2.0
29.532993,30.299597,2,AM-SSB,-2.0
37.578278,-21.59054,8,QAM64,-4.0
-30.664436,37.27469,10,WBFM,2.0
-21.96729,19.407057,10,WBFM,-6.0
-7.6120267,-5.3691783,3,BPSK,8.0
-23.00485,17.5477,10,WBFM,-6.0
-5.8175855,-10.801278,3,BPSK,14.0
-13.059332,-46.418335,6,PAM4,4.0
16.117136,-13.594566,9,QPSK,2.0
30.186363,27.375027,2,AM-SSB,16.0
-12.916587,-8.49216,3,BPSK,12.0
26.410965,25.94497,2,AM-SSB,10.0
-34.01114,-3.1901648,4,CPFSK,-2.0
-9.325767,38.513367,10,WBFM,-6.0
-27.120424,21.199099,10,WBFM,-4.0
5.019629,50.024853,5,GFSK,18.0
4.8560247,9.517856,3,BPSK,-4.0
9.559202,6.531938,0,8PSK,-4.0
-3.2778997,39.97073,5,GFSK,-4.0
50.31022,8.917271,0,8PSK,8.0
20.521763,34.652393,2,AM-SSB,6.0
23.632782,29.67102,2,AM-SSB,-4.0
29.994465,-37.43773,8,QAM64,18.0
-19.555466,-54.94232,6,PAM4,14.0
53.211376,9.666662,0,8PSK,14.0
52.10804,7.9366937,0,8PSK,12.0
1.972603,59.861286,5,GFSK,18.0
15.141929,-17.173937,9,QPSK,6.0
30.676016,40.77626,2,AM-SSB,10.0
17.609518,-43.847446,7,QAM16,2.0
-11.507208,36.81724,1,AM-DSB,-6.0
13.297917,-7.7378197,9,QPSK,2.0
50.340958,-24.02247,8,QAM64,16.0
1.9735972,58.275917,5,GFSK,10.0
-7.70792,-12.524764,3,BPSK,18.0
15.1366005,-48.447887,7,QAM16,14.0
46.07354,4.119443,0,8PSK,8.0
-21.23742,-53.29263,6,PAM4,10.0
-13.682372,-41.613827,6,PAM4,2.0
-54.421158,19.423616,1,AM-DSB,14.0
24.23793,-46.201122,7,QAM16,12.0
39.757065,-27.512074,8,QAM64,16.0
-9.933395,40.490105,10,WBFM,-4.0
-1.9338293,53.13459,5,GFSK,12.0
-19.73883,-54.776093,6,PAM4,6.0
-27.504248,19.76729,1,AM-DSB,-4.0
15.111496,-50.401413,7,QAM16,12.0
15.230188,-19.473392,9,QPSK,6.0
16.08938,-0.78668845,7,QAM16,-6.0
2.083652,15.64591,9,QPSK,-4.0
47.60041,-22.057413,8,QAM64,8.0
-43.203896,-8.128094,4,CPFSK,2.0
17.688196,-57.05533,7,QAM16,18.0
48.013916,2.4156609,0,8PSK,16.0
19.29616,27.849916,2,AM-SSB,-6.0
-34.703506,19.500807,10,WBFM,0.0
49.10083,-20.738747,8,QAM64,-2.0
15.047777,-47.085392,7,QAM16,16.0
-4.7942057,15.744645,4,CPFSK,-4.0
-3.8930893,1.2177572,3,BPSK,0.0
22.956062,33.591976,2,AM-SSB,6.0
6.2277107,51.822094,5,GFSK,10.0
10.526904,-19.976051,9,QPSK,14.0
44.649666,5.5543933,0,8PSK,10.0
22.144043,-59.257923,7,QAM16,2.0
-42.665943,13.848192,1,AM-DSB,4.0
-10.923337,-11.766779,3,BPSK,18.0
-36.980698,23.86819,1,AM-DSB,0.0
49.18775,4.184067,0,8PSK,12.0
-26.077965,25.102955,10,WBFM,-4.0
-33.40839,42.15462,10,WBFM,18.0
30.443787,36.167274,7,QAM16,8.0
-22.834805,-47.759792,6,PAM4,12.0
25.211058,-52.96912,7,QAM16,-2.0
-5.60435,6.875141,3,BPSK,-4.0
-26.796946,24.932295,5,GFSK,-4.0
19.032948,-54.15275,7,QAM16,2.0
5.6219583,14.387088,9,QPSK,-6.0
-22.027529,22.808401,1,AM-DSB,-6.0
14.519748,-10.616025,9,QPSK,2.0
9.890718,10.14925,0,8PSK,-6.0
27.00409,32.968903,2,AM-SSB,18.0
41.119865,2.5977395,0,8PSK,6.0
-9.035218,-14.587957,3,BPSK,6.0
16.978971,0.78013045,9,QPSK,-2.0
4.165559,53.909843,5,GFSK,14.0
52.1859,-23.852997,8,QAM64,2.0
-12.830973,-34.629826,6,PAM4,-4.0
-27.934366,20.120655,10,WBFM,-4.0
47.64137,-18.388786,8,QAM64,12.0
29.903355,31.07201,2,AM-SSB,0.0
-5.8549457,-8.585784,3,BPSK,8.0
-51.81706,28.44459,1,AM-DSB,16.0
22.717146,35.188004,2,AM-SSB,4.0
-23.206657,18.076166,1,AM-DSB,-6.0
-42.378822,17.336815,1,AM-DSB,6.0
9.150784,-15.755861,9,QPSK,6.0
37.033287,32.422623,2,AM-SSB,10.0
-41.20947,-7.7962637,4,CPFSK,4.0
41.10181,-29.825045,8,QAM64,10.0
38.29842,-33.63172,8,QAM64,-4.0
-40.172184,-3.5441597,4,CPFSK,2.0
-28.019829,22.13333,10,WBFM,-6.0
17.15303,-49.696327,7,QAM16,2.0
40.76159,-24.872318,8,QAM64,2.0
24.694603,29.397787,2,AM-SSB,6.0
4.0749073,15.232259,4,CPFSK,-6.0
48.295303,-32.143284,8,QAM64,14.0
-11.840178,-6.3736486,3,BPSK,18.0
30.365671,30.757088,2,AM-SSB,2.0
12.320065,5.1923065,0,8PSK,-4.0
-27.9189,39.734688,10,WBFM,0.0
-43.59469,-18.395164,4,CPFSK,4.0
32.33777,4.1176405,0,8PSK,-2.0
4.6059766,55.81138,5,GFSK,6.0
-2.7408283,52.401516,5,GFSK,18.0
-13.780657,-3.9269845,3,BPSK,6.0
52.970596,9.845404,0,8PSK,10.0
31.677065,-35.045914,8,QAM64,-4.0
-23.09065,-45.66117,6,PAM4,10.0
8.542786,17.94482,0,8PSK,-6.0
-42.580536,-14.998347,4,CPFSK,6.0
38.784065,-30.685268,8,QAM64,0.0
-26.501196,21.771132,10,WBFM,-4.0
50.09005,-25.747396,8,QAM64,18.0
-1.8136021,1.88582,3,BPSK,-4.0
21.359287,-41.34302,7,QAM16,12.0
-27.664492,46.04914,10,WBFM,16.0
21.870893,-56.82255,7,QAM16,4.0
16.266357,-21.521582,9,QPSK,6.0
-3.6467862,1.2281398,3,BPSK,-2.0
-18.580254,-43.22055,6,PAM4,4.0
2.655077,6.3744035,0,8PSK,-6.0
8.8065195,12.578573,9,QPSK,-6.0
28.552664,35.32864,2,AM-SSB,-4.0
-10.016781,44.9339,5,GFSK,2.0
30.826874,-35.60126,8,QAM64,14.0
17.767395,-53.29376,7,QAM16,4.0
-11.668169,-46.64082,6,PAM4,18.0
-1.4509132,59.563976,5,GFSK,8.0
51.91239,-25.048939,8,QAM64,-2.0
-11.824926,-34.526478,6,PAM4,-4.0
-20.530039,16.835426,1,AM-DSB,-6.0
19.458696,-52.64815,7,QAM16,6.0
27.780699,-54.255917,7,QAM16,10.0
-26.979921,-48.65209,6,PAM4,6.0
35.326347,1.1428549,0,8PSK,0.0
-11.146389,-34.82522,6,PAM4,-6.0
-38.77497,-22.092733,4,CPFSK,8.0
-0.8716026,50.28257,5,GFSK,12.0
-36.122437,-10.63137,4,CPFSK,12.0
-6.86542,57.125004,5,GFSK,12.0
21.207273,-41.303684,7,QAM16,8.0
-26.87497,46.511925,10,WBFM,10.0
18.37123,-44.69898,7,QAM16,18.0
8.688548,15.026338,3,BPSK,-6.0
4.567214,14.661946,4,CPFSK,-6.0
-41.980885,19.819635,1,AM-DSB,4.0
-14.567302,-7.7762475,3,BPSK,12.0
21.721848,-56.43227,7,QAM16,16.0
2.3737392,49.776886,5,GFSK,18.0
-19.685707,-54.55374,6,PAM4,16.0
-31.312244,29.637423,10,WBFM,-2.0
52.605732,7.724081,0,8PSK,10.0
46.414703,-21.88695,8,QAM64,18.0
16.772758,-3.1104574,9,QPSK,0.0
-9.525819,-12.423075,3,BPSK,16.0
34.57145,-36.357025,7,QAM16,-2.0
-32.914062,36.61279,10,WBFM,8.0
13.480875,-19.036547,9,QPSK,10.0
-8.589093,55.351574,5,GFSK,16.0
15.987135,-48.90107,7,QAM16,10.0
-3.4930613,4.1302056,3,BPSK,-2.0
-31.080847,26.696966,1,AM-DSB,0.0
2.3155386,10.835008,3,BPSK,-4.0
31.133585,39.94129,2,AM-SSB,18.0
-11.514639,-44.969196,6,PAM4,4.0
0.55006355,13.379721,4,CPFSK,-4.0
-16.396925,-38.392807,6,PAM4,-2.0
26.551743,-45.94234,7,QAM16,-4.0
22.183138,-41.970844,7,QAM16,2.0
-17.710236,-38.29537,6,PAM4,2.0
-26.872631,18.676643,10,WBFM,-4.0
-22.224201,-55.245316,6,PAM4,18.0
14.803274,-10.539187,9,QPSK,4.0
-39.76966,-18.140652,4,CPFSK,14.0
-25.5363,49.434715,10,WBFM,18.0
16.99704,-52.048588,7,QAM16,10.0
9.273431,-20.020882,9,QPSK,16.0
-14.316153,-53.624313,6,PAM4,18.0
-8.739115,-5.918164,3,BPSK,14.0
48.50908,9.739723,0,8PSK,12.0
-5.2067676,2.090258,3,BPSK,0.0
19.9819,-43.855915,7,QAM16,14.0
20.43761,-43.598114,7,QAM16,2.0
36.453403,-31.788376,8,QAM64,10.0
27.284634,29.415218,0,8PSK,4.0
28.39816,34.124382,6,PAM4,2.0
50.55516,-25.499329,8,QAM64,-2.0
15.635265,-53.398792,7,QAM16,8.0
-13.401931,-46.423866,6,PAM4,12.0
9.396339,-15.250568,9,QPSK,16.0
31.15966,33.687065,2,AM-SSB,-2.0
19.7756,26.971285,2,AM-SSB,-2.0
-20.100424,-49.950638,6,PAM4,8.0
20.669695,25.421375,9,QPSK,-6.0
13.603073,-10.080271,9,QPSK,2.0
-3.0885217,1.2884367,3,BPSK,-2.0
-12.9513445,-47.169117,6,PAM4,6.0
-13.51563,-1.7846979,3,BPSK,2.0
-33.154408,36.590416,10,WBFM,12.0
-11.033967,39.482403,1,AM-DSB,-4.0
13.721563,-7.725708,9,QPSK,2.0
21.03178,-55.594353,7,QAM16,18.0
-2.063948,-6.749895,8,QAM64,2.0
16.13335,-8.202079,9,QPSK,0.0
-35.50302,-13.258893,4,CPFSK,4.0
21.212639,-55.237778,7,QAM16,16.0
-27.7797,19.045311,10,WBFM,-2.0
35.91587,3.2561738,0,8PSK,2.0
-50.08064,28.592487,1,AM-DSB,12.0
-36.875977,-10.819827,4,CPFSK,18.0
4.6897745,52.13584,5,GFSK,16.0
-28.782314,-49.55408,6,PAM4,8.0
-42.077766,18.547594,1,AM-DSB,4.0
15.889643,29.847527,9,QPSK,-6.0
-33.988186,24.35578,10,WBFM,0.0
18.323942,-49.636925,7,QAM16,14.0
-47.47061,-10.074741,4,CPFSK,2.0
-13.7189665,-0.65970165,3,BPSK,6.0
-38.945103,-16.922968,4,CPFSK,6.0
-39.855385,26.105627,10,WBFM,2.0
21.724543,32.42189,2,AM-SSB,18.0
35.228313,-34.04699,7,QAM16,8.0
-38.41828,-6.876785,4,CPFSK,8.0
38.950203,5.2876563,0,8PSK,4.0
-39.778744,-16.231049,4,CPFSK,16.0
46.413776,6.148187,0,8PSK,8.0
-3.9397376,53.706352,5,GFSK,6.0
-5.2218184,5.7339115,6,PAM4,-6.0
8.627659,22.254398,0,8PSK,-4.0
-53.639595,9.4866705,1,AM-DSB,12.0
45.57442,-23.829967,8,QAM64,10.0
-7.489336,-9.117518,3,BPSK,16.0
-8.714301,54.555737,5,GFSK,18.0
44.633007,5.5583973,0,8PSK,14.0
-32.097363,19.358803,1,AM-DSB,-2.0
4.9856935,16.511742,0,8PSK,-6.0
35.457195,2.899322,0,8PSK,2.0
39.24845,3.3131704,0,8PSK,4.0
-4.085737,2.9052746,3,BPSK,0.0
-2.7497606,43.603928,5,GFSK,-2.0
19.17263,22.903448,2,AM-SSB,16.0
10.531561,16.218918,2,AM-SSB,0.0
45.411995,-18.662127,8,QAM64,18.0
-13.632792,-42.41427,6,PAM4,2.0
-4.7303267,1.0624726,3,BPSK,0.0
-41.07162,-14.9644375,4,CPFSK,2.0
45.26617,5.21666,0,8PSK,6.0
-16.80309,-3.067539,3,BPSK,14.0
-7.2785144,-6.4222045,3,BPSK,6.0
-33.59127,24.132446,1,AM-DSB,-2.0
-11.725763,-44.10551,6,PAM4,2.0
-37.877644,24.768526,1,AM-DSB,2.0
17.358736,2.4869773,0,8PSK,-2.0
-26.372297,46.34684,10,WBFM,8.0
-39.295418,-19.275925,4,CPFSK,10.0
2.3974974,55.748146,5,GFSK,18.0
-37.456223,-18.49061,4,CPFSK,16.0
-47.586834,-14.267878,4,CPFSK,16.0
17.92656,27.087309,3,BPSK,-6.0
-1.6984761,54.179,5,GFSK,4.0
3.2378714,11.2631,4,CPFSK,-6.0
-32.185448,19.2983,10,WBFM,-2.0
-46.07577,17.740194,1,AM-DSB,6.0
9.421612,-20.76929,9,QPSK,18.0
-52.653435,25.707972,1,AM-DSB,16.0
-41.222015,24.90861,10,WBFM,4.0
-52.070717,10.973196,10,WBFM,10.0
-53.318863,12.267446,1,AM-DSB,10.0
29.272661,1.0837764,0,8PSK,0.0
23.619999,27.482742,2,AM-SSB,18.0
-2.059642,-6.744667,6,PAM4,14.0
51.039253,10.846181,0,8PSK,12.0
27.413126,33.85997,2,AM-SSB,6.0
